state,date,cases_cumulative,deaths_cumulative,cases_perday,deaths_perday,population,cases per 100K,deaths per 100K,Postal Code,fips
Michigan,2020-04-16,29120,2092,1226,172,9986857,291.5832278,20.94753134,MN,27
Michigan,2020-04-17,29954,2227,834,135,9986857,299.9342035,22.29930798,MN,27
Michigan,2020-04-18,30718,2307,764,80,9986857,307.584258,23.1003608,MN,27
Michigan,2020-04-19,31349,2389,631,82,9986857,313.9025621,23.92143995,MN,27
Michigan,2020-04-20,31929,2466,580,77,9986857,319.7101951,24.69245329,MN,27
Michigan,2020-04-21,32936,2698,1007,232,9986857,329.7934475,27.01550648,MN,27
Michigan,2020-04-22,33973,2813,1120,118,9986857,340.1770948,28.16701991,MN,27
Michigan,2020-04-23,35253,2977,1197,161,9986857,352.9939399,29.8091782,MN,27
Michigan,2020-04-24,36628,3084,1375,107,9986857,366.7620353,30.88058635,MN,27
Michigan,2020-04-25,37302,3273,674,189,9986857,373.5109054,32.77307365,MN,27
Michigan,2020-04-26,38003,3314,701,41,9986857,380.5301308,33.18361322,MN,27
Michigan,2020-04-27,38457,3406,454,92,9986857,385.0761055,34.10482397,MN,27
Michigan,2020-04-28,39469,3566,1012,160,9986857,395.2094237,35.70692962,MN,27
Michigan,2020-04-29,40443,3670,974,104,9986857,404.9622419,36.74829829,MN,27
Michigan,2020-04-30,41348,3788,905,118,9986857,414.0241519,37.9298512,MN,27
Michigan,2020-05-01,42348,3866,1000,78,9986857,424.0373122,38.71087771,MN,27
Michigan,2020-05-02,43191,4020,843,154,9986857,432.4784064,40.25290439,MN,27
Michigan,2020-05-03,43803,4049,829,29,9986857,438.6064605,40.54328604,MN,27
Michigan,2020-05-04,43996,4135,-24,86,9986857,440.5390004,41.40441783,MN,27
Michigan,2020-05-05,44391,4179,395,44,9986857,444.4941987,41.84499688,MN,27
Michigan,2020-05-06,45079,4250,688,76,9986857,451.383253,42.55593126,MN,27
Michigan,2020-05-07,45643,4343,564,88,9986857,457.0306754,43.48715517,MN,27
Michigan,2020-05-08,46319,4393,676,50,9986857,463.7995718,43.98781318,MN,27
Michigan,2020-05-09,46735,4526,416,133,9986857,467.9650465,45.3195635,MN,27
Michigan,2020-05-10,47116,4551,381,25,9986857,471.7800605,45.56989251,MN,27
Michigan,2020-05-11,47526,4584,410,33,9986857,475.8854563,45.9003268,MN,27
Michigan,2020-05-12,47946,4674,420,90,9986857,480.0909836,46.80151123,MN,27
Michigan,2020-05-13,48307,4714,361,40,9986857,483.7057344,47.20203764,MN,27
Michigan,2020-05-14,49489,4787,1182,73,9986857,495.5412899,47.93299834,MN,27
Michigan,2020-05-15,49982,4825,493,38,9986857,500.4777779,48.31349843,MN,27
Michigan,2020-05-16,50416,4880,434,55,9986857,504.8234895,48.86422225,MN,27
Michigan,2020-05-17,51054,4891,638,11,9986857,511.2118858,48.97436701,MN,27
Michigan,2020-05-18,51853,4915,799,24,9986857,519.2124009,49.21468286,MN,27
Michigan,2020-05-19,52337,5017,484,102,9986857,524.0587704,50.23602521,MN,27
Michigan,2020-05-20,52988,5060,651,43,9986857,530.5773378,50.6665911,MN,27
Michigan,2020-05-21,53468,5129,480,69,9986857,535.3836547,51.35749916,MN,27
Michigan,2020-05-22,53865,5158,397,29,9986857,539.3588794,51.64788081,MN,27
Michigan,2020-05-23,54304,5223,439,65,9986857,543.7546567,52.29873623,MN,27
Michigan,2020-05-24,54616,5228,312,5,9986857,546.8787628,52.34880203,MN,27
Michigan,2020-05-25,54816,5240,200,12,9986857,548.8813948,52.46895995,MN,27
Michigan,2020-05-26,55040,5266,224,26,9986857,551.1243427,52.72930212,MN,27
Michigan,2020-05-27,55544,5334,504,68,9986857,556.1709755,53.41019702,MN,27
Michigan,2020-05-28,55944,5372,400,38,9986857,560.1762396,53.79069711,MN,27
Michigan,2020-05-29,56589,5406,645,34,9986857,566.634728,54.13114456,MN,27
Michigan,2020-05-30,56848,5463,259,57,9986857,569.2281365,54.7018947,MN,27
Michigan,2020-05-31,57355,5491,507,28,9986857,574.3048088,54.98226319,MN,27
Michigan,2020-06-01,58435,5525,1080,34,9986857,585.1190219,55.32271064,MN,27
Michigan,2020-06-02,58680,5562,245,37,9986857,587.5722462,55.69319757,MN,27
Michigan,2020-06-03,58990,5579,310,17,9986857,590.6763259,55.86342129,MN,27
Michigan,2020-06-04,59215,5604,225,25,9986857,592.929287,56.1137503,MN,27
Michigan,2020-06-05,63744,5854,4529,250,9986857,638.2788899,58.61704038,MN,27
Michigan,2020-06-06,64196,5894,452,40,9986857,642.8048384,59.01756679,MN,27
Michigan,2020-06-07,64615,5898,419,4,9986857,647.0003526,59.05761943,MN,27
Michigan,2020-06-08,64911,5916,296,18,9986857,649.964248,59.23785631,MN,27
Michigan,2020-06-09,65190,5946,279,30,9986857,652.7579197,59.53825112,MN,27
Michigan,2020-06-10,65377,5958,187,12,9986857,654.6303807,59.65840905,MN,27
Michigan,2020-06-11,65627,5985,250,27,9986857,657.1336708,59.92876438,MN,27
Michigan,2020-06-12,65881,5994,254,9,9986857,659.6770135,60.01888282,MN,27
Michigan,2020-06-13,66024,6017,143,23,9986857,661.1088954,60.2491855,MN,27
Michigan,2020-06-14,66246,6020,222,3,9986857,663.331817,60.27922499,MN,27
Michigan,2020-06-15,66302,6025,56,5,9986857,663.892554,60.32929079,MN,27
Michigan,2020-06-16,66466,6039,164,14,9986857,665.5347123,60.46947503,MN,27
Michigan,2020-06-17,66694,6041,228,2,9986857,667.8177128,60.48950135,MN,27
Michigan,2020-06-18,66980,6064,286,23,9986857,670.6814767,60.71980404,MN,27
Michigan,2020-06-19,67300,6071,320,7,9986857,673.885688,60.78989616,MN,27
Michigan,2020-06-20,67721,6091,421,20,9986857,678.1012284,60.99015937,MN,27
Michigan,2020-06-21,67873,6094,152,3,9986857,679.6232288,61.02019885,MN,27
Michigan,2020-06-22,68144,6101,271,7,9986857,682.3367952,61.09029097,MN,27
Michigan,2020-06-23,68373,6113,229,12,9986857,684.629809,61.21044889,MN,27
Michigan,2020-06-24,68711,6118,338,5,9986857,688.0142571,61.26051469,MN,27
Michigan,2020-06-25,69159,6137,448,19,9986857,692.500153,61.45076474,MN,27
Michigan,2020-06-26,69473,6138,314,1,9986857,695.6442853,61.4607779,MN,27
Michigan,2020-06-27,69802,6157,329,19,9986857,698.938615,61.65102795,MN,27
Michigan,2020-06-28,70042,6161,240,4,9986857,701.3417735,61.69108059,MN,27
Michigan,2020-06-29,70356,6165,314,4,9986857,704.4859058,61.73113323,MN,27
Michigan,2020-06-30,70850,6197,494,32,9986857,709.432407,62.05155436,MN,27
Michigan,2020-07-01,71279,6202,429,5,9986857,713.7280528,62.10162016,MN,27
Michigan,2020-07-02,71853,6216,574,14,9986857,719.4756068,62.2418044,MN,27
Michigan,2020-07-03,72306,6219,453,3,9986857,724.0115684,62.27184388,MN,27
Michigan,2020-07-04,72702,6222,396,3,9986857,727.9767799,62.30188337,MN,27
Michigan,2020-07-05,73027,6222,325,0,9986857,731.231057,62.30188337,MN,27
Michigan,2020-07-06,73403,6225,376,3,9986857,734.9960052,62.33192285,MN,27
Michigan,2020-07-07,74011,6256,608,31,9986857,741.0840067,62.64233082,MN,27
Michigan,2020-07-08,74660,6266,649,10,9986857,747.5825477,62.74246242,MN,27
Michigan,2020-07-09,75247,6275,587,9,9986857,753.4602728,62.83258086,MN,27
Michigan,2020-07-10,75871,6288,624,13,9986857,759.7084849,62.96275194,MN,27
Michigan,2020-07-11,76499,6316,628,28,9986857,765.9967495,63.24312043,MN,27
Michigan,2020-07-12,76936,6317,437,1,9986857,770.3725006,63.25313359,MN,27
Michigan,2020-07-13,77354,6324,418,7,9986857,774.5580016,63.32322572,MN,27
Michigan,2020-07-14,78045,6330,691,6,9986857,781.4770953,63.38330468,MN,27
Michigan,2020-07-15,79081,6333,1036,3,9986857,791.8507294,63.41334416,MN,27
Michigan,2020-07-16,79977,6351,896,18,9986857,800.822521,63.59358104,MN,27
Michigan,2020-07-17,80752,6358,775,7,9986857,808.5827203,63.66367317,MN,27
Michigan,2020-07-18,81384,6367,632,9,9986857,814.9110376,63.75379161,MN,27
Michigan,2020-07-19,81935,6369,551,2,9986857,820.4282889,63.77381793,MN,27
Michigan,2020-07-20,82486,6377,551,8,9986857,825.9455402,63.85392321,MN,27
Michigan,2020-07-21,83184,6385,698,8,9986857,832.9347261,63.93402849,MN,27
Michigan,2020-07-22,83891,6391,707,6,9986857,840.0140304,63.99410746,MN,27
Michigan,2020-07-23,84585,6397,694,6,9986857,846.9631637,64.05418642,MN,27
Michigan,2020-07-24,85238,6402,653,5,9986857,853.5017574,64.10425222,MN,27
Michigan,2020-07-25,85665,6402,427,0,9986857,857.7773768,64.10425222,MN,27
Michigan,2020-07-26,86750,6402,1085,0,9986857,868.6416557,64.10425222,MN,27
Michigan,2020-07-27,87329,6407,579,5,9986857,874.4392755,64.15431802,MN,27
Michigan,2020-07-28,88025,6426,696,19,9986857,881.4084351,64.34456807,MN,27
Michigan,2020-07-29,89026,6426,1001,0,9986857,891.4316086,64.34456807,MN,27
Michigan,2020-07-30,89926,6446,900,20,9986857,900.4434528,64.54483127,MN,27
Michigan,2020-07-31,90752,6453,826,7,9986857,908.7143232,64.61492339,MN,27
Michigan,2020-08-01,91450,6460,698,7,9986857,915.7035091,64.68501552,MN,27
Michigan,2020-08-02,91857,6460,407,0,9986857,919.7788654,64.68501552,MN,27
Michigan,2020-08-03,92503,6470,646,10,9986857,926.2473669,64.78514712,MN,27
Michigan,2020-08-04,93293,6474,790,4,9986857,934.1577635,64.82519976,MN,27
Michigan,2020-08-05,94045,6480,752,6,9986857,941.6876601,64.88527872,MN,27
Minnesota,2020-03-06,1,0,1,0,5639632,0.017731653,0,MN,27
Minnesota,2020-03-07,1,0,0,0,5639632,0.017731653,0,MS,28
Minnesota,2020-03-08,2,0,1,0,5639632,0.035463307,0,MS,28
Minnesota,2020-03-09,2,0,0,0,5639632,0.035463307,0,MS,28
Minnesota,2020-03-10,3,0,1,0,5639632,0.05319496,0,MS,28
Minnesota,2020-03-11,5,0,2,0,5639632,0.088658267,0,MS,28
Minnesota,2020-03-12,9,0,4,0,5639632,0.159584881,0,MS,28
Minnesota,2020-03-13,14,0,5,0,5639632,0.248243148,0,MS,28
Minnesota,2020-03-14,21,0,7,0,5639632,0.372364722,0,MS,28
Minnesota,2020-03-15,35,0,14,0,5639632,0.620607869,0,MS,28
Minnesota,2020-03-16,54,0,19,0,5639632,0.957509284,0,MS,28
Minnesota,2020-03-17,60,0,6,0,5639632,1.063899205,0,MS,28
Minnesota,2020-03-18,77,0,17,0,5639632,1.365337313,0,MS,28
Minnesota,2020-03-19,89,0,12,0,5639632,1.578117154,0,MS,28
Minnesota,2020-03-20,115,0,26,0,5639632,2.039140142,0,MS,28
Minnesota,2020-03-21,138,1,23,1,5639632,2.446968171,0.017731653,MS,28
Minnesota,2020-03-22,171,1,33,0,5639632,3.032112734,0.017731653,MS,28
Minnesota,2020-03-23,235,1,64,0,5639632,4.166938552,0.017731653,MS,28
Minnesota,2020-03-24,264,1,29,0,5639632,4.681156501,0.017731653,MS,28
Minnesota,2020-03-25,289,1,25,0,5639632,5.124447836,0.017731653,MS,28
Minnesota,2020-03-26,346,2,57,1,5639632,6.135152081,0.035463307,MS,28
Minnesota,2020-03-27,398,4,52,2,5639632,7.057198058,0.070926614,MS,28
Minnesota,2020-03-28,442,5,45,2,5639632,7.837390808,0.088658267,MS,28
Minnesota,2020-03-29,504,9,62,4,5639632,8.93675332,0.159584881,MS,28
Minnesota,2020-03-30,576,10,72,1,5639632,10.21343237,0.177316534,MS,28
Minnesota,2020-03-31,629,12,52,1,5639632,11.15321,0.212779841,MS,28
Minnesota,2020-04-01,689,17,60,5,5639632,12.2171092,0.301438108,MS,28
Minnesota,2020-04-02,742,18,53,1,5639632,13.15688683,0.319169761,MS,28
Minnesota,2020-04-03,789,22,47,4,5639632,13.99027454,0.390096375,MS,28
Minnesota,2020-04-04,865,24,76,2,5639632,15.3378802,0.425559682,MS,28
Minnesota,2020-04-05,935,29,70,5,5639632,16.57909594,0.514217949,MS,28
Minnesota,2020-04-06,986,30,51,1,5639632,17.48341027,0.531949602,MS,28
Minnesota,2020-04-07,1069,34,83,4,5639632,18.9551375,0.602876216,MS,28
Minnesota,2020-04-08,1154,39,85,5,5639632,20.46232804,0.691534483,MS,28
Minnesota,2020-04-09,1242,50,88,11,5639632,22.02271354,0.886582671,MS,28
Minnesota,2020-04-10,1335,57,95,7,5639632,23.67175731,1.010704245,MS,28
Minnesota,2020-04-11,1427,64,90,7,5639632,25.30306942,1.134825818,MS,28
Minnesota,2020-04-12,1621,70,194,6,5639632,28.74301018,1.241215739,MS,28
Minnesota,2020-04-13,1650,70,29,0,5639632,29.25722813,1.241215739,MS,28
Minnesota,2020-04-14,1695,79,45,9,5639632,30.05515253,1.40080062,MS,28
Minnesota,2020-04-15,1809,87,114,8,5639632,32.07656102,1.542653847,MS,28
Minnesota,2020-04-16,1912,94,104,7,5639632,33.90292133,1.666775421,MS,28
Minnesota,2020-04-17,2071,111,158,17,5639632,36.72225422,1.968213529,MS,28
Minnesota,2020-04-18,2213,121,142,10,5639632,39.240149,2.145530063,MS,28
Minnesota,2020-04-19,2356,134,143,13,5639632,41.77577544,2.376041557,MS,28
Minnesota,2020-04-20,2470,143,114,9,5639632,43.79718393,2.535626438,MS,28
Minnesota,2020-04-21,2567,160,97,17,5639632,45.51715431,2.837064546,MS,28
Minnesota,2020-04-22,2721,179,154,19,5639632,48.24782894,3.173965961,MS,28
Minnesota,2020-04-23,2942,200,221,21,5639632,52.16652434,3.546330683,MS,28
Minnesota,2020-04-24,3185,221,243,21,5639632,56.47531612,3.918695404,MS,28
Minnesota,2020-04-25,3446,244,261,23,5639632,61.10327766,4.326523433,MS,28
Minnesota,2020-04-26,3602,272,156,28,5639632,63.86941559,4.823009728,MS,28
Minnesota,2020-04-27,3816,286,214,14,5639632,67.66398942,5.071252876,MS,28
Minnesota,2020-04-28,4181,301,365,15,5639632,74.13604292,5.337227677,MS,28
Minnesota,2020-04-29,4644,319,463,18,5639632,82.34579845,5.656397439,MS,28
Minnesota,2020-04-30,5136,343,492,24,5639632,91.06977193,6.081957121,MS,28
Minnesota,2020-05-01,5730,371,594,28,5639632,101.6023741,6.578443416,MS,28
Minnesota,2020-05-02,6228,395,498,24,5639632,110.4327375,7.004003098,MS,28
Minnesota,2020-05-03,6663,419,435,24,5639632,118.1460067,7.42956278,MS,28
Minnesota,2020-05-04,7234,428,571,9,5639632,128.2707808,7.589147661,MS,28
Minnesota,2020-05-05,7851,455,617,27,5639632,139.2112109,8.067902303,MS,28
Minnesota,2020-05-06,8579,485,728,30,5639632,152.1198546,8.599851905,MS,28
Minnesota,2020-05-07,9364,508,785,23,5639632,166.0392026,9.007679934,MS,28
Minnesota,2020-05-08,10087,534,723,26,5639632,178.859188,9.468702922,MS,28
Minnesota,2020-05-09,10789,558,702,24,5639632,191.3068087,9.894262604,MS,28
Minnesota,2020-05-10,11270,578,481,20,5639632,199.835734,10.24889567,MS,28
Minnesota,2020-05-11,11798,591,528,13,5639632,209.198047,10.47940717,MS,28
Minnesota,2020-05-12,12493,614,695,23,5639632,221.5215461,10.8872352,MS,28
Minnesota,2020-05-13,12916,638,423,24,5639632,229.0220355,11.31279488,MS,28
Minnesota,2020-05-14,13443,672,527,34,5639632,238.3666168,11.91567109,MS,28
Minnesota,2020-05-15,14240,692,797,20,5639632,252.4987446,12.27030416,MS,28
Minnesota,2020-05-16,14969,709,729,17,5639632,265.4251199,12.57174227,MS,28
Minnesota,2020-05-17,15677,731,708,22,5639632,277.9791306,12.96183864,MS,28
Minnesota,2020-05-18,16372,740,695,9,5639632,290.3026297,13.12142353,MS,28
Minnesota,2020-05-19,17038,757,666,17,5639632,302.1119108,13.42286163,MS,28
Minnesota,2020-05-20,17679,786,641,29,5639632,313.4779007,13.93707958,MS,28
Minnesota,2020-05-21,18209,818,530,32,5639632,322.875677,14.50449249,MS,28
Minnesota,2020-05-22,19014,851,805,33,5639632,337.149658,15.08963705,MS,28
Minnesota,2020-05-23,19854,861,840,10,5639632,352.0442469,15.26695359,MS,28
Minnesota,2020-05-24,20582,878,728,17,5639632,364.9528905,15.5683917,MS,28
Minnesota,2020-05-25,21324,890,742,12,5639632,378.1097774,15.78117154,MS,28
Minnesota,2020-05-26,21969,908,645,18,5639632,389.5466938,16.1003413,MS,28
Minnesota,2020-05-27,22474,942,505,34,5639632,398.5011788,16.70321751,MS,28
Minnesota,2020-05-28,22957,977,483,35,5639632,407.0655674,17.32382538,MS,28
Minnesota,2020-05-29,23541,1006,584,29,5639632,417.420853,17.83804333,MS,28
Minnesota,2020-05-30,24200,1036,659,30,5639632,429.1060126,18.36999294,MS,28
Minnesota,2020-05-31,24860,1050,660,14,5639632,440.8089038,18.61823608,MS,28
Minnesota,2020-06-01,25218,1060,358,10,5639632,447.1568358,18.79555262,MS,28
Minnesota,2020-06-02,25518,1082,300,22,5639632,452.4763318,19.18564899,MS,28
Minnesota,2020-06-03,25881,1097,363,15,5639632,458.912922,19.45162379,MS,28
Minnesota,2020-06-04,26284,1126,403,29,5639632,466.0587783,19.96584174,MS,28
Minnesota,2020-06-05,26991,1159,707,33,5639632,478.5950573,20.55098631,MS,28
Minnesota,2020-06-06,27512,1181,521,22,5639632,487.8332487,20.94108268,MS,28
Minnesota,2020-06-07,27897,1197,385,16,5639632,494.6599353,21.22478914,MS,28
Minnesota,2020-06-08,28235,1208,338,11,5639632,500.6532341,21.41983732,MS,28
Minnesota,2020-06-09,28534,1228,299,20,5639632,505.9549985,21.77447039,MS,28
Minnesota,2020-06-10,28900,1267,366,39,5639632,512.4447836,22.46600487,MS,28
Minnesota,2020-06-11,29347,1280,447,13,5639632,520.3708327,22.69651637,MS,28
Minnesota,2020-06-12,29826,1305,479,25,5639632,528.8642947,23.1398077,MS,28
Minnesota,2020-06-13,30203,1314,377,9,5639632,535.549128,23.29939258,MS,28
Minnesota,2020-06-14,30502,1329,299,15,5639632,540.8508924,23.56536739,MS,28
Minnesota,2020-06-15,30724,1335,222,6,5639632,544.7873195,23.67175731,MS,28
Minnesota,2020-06-16,30913,1344,189,9,5639632,548.138602,23.83134219,MS,28
Minnesota,2020-06-17,31328,1357,415,13,5639632,555.4972381,24.06185368,MS,28
Minnesota,2020-06-18,31707,1376,379,19,5639632,562.2175348,24.3987551,MS,28
Minnesota,2020-06-19,32063,1393,356,17,5639632,568.5300034,24.7001932,MS,28
Minnesota,2020-06-20,32499,1404,436,11,5639632,576.2610043,24.89524139,MS,28
Minnesota,2020-06-21,32952,1412,453,8,5639632,584.2934433,25.03709462,MS,28
Minnesota,2020-06-22,33259,1416,307,4,5639632,589.7370609,25.10802123,MS,28
Minnesota,2020-06-23,33501,1425,242,9,5639632,594.028121,25.26760611,MS,28
Minnesota,2020-06-24,33798,1432,297,7,5639632,599.294422,25.39172769,MS,28
Minnesota,2020-06-25,34158,1441,360,9,5639632,605.6778173,25.55131257,MS,28
Minnesota,2020-06-26,34651,1446,493,5,5639632,614.4195224,25.63997083,MS,28
Minnesota,2020-06-27,35068,1452,417,6,5639632,621.8136219,25.74636076,MS,28
Minnesota,2020-06-28,35584,1460,516,8,5639632,630.963155,25.88821398,MS,28
Minnesota,2020-06-29,35896,1470,312,10,5639632,636.4954309,26.06553052,MS,28
Minnesota,2020-06-30,36338,1476,442,6,5639632,644.3328217,26.17192044,MS,28
Minnesota,2020-07-01,36753,1482,415,6,5639632,651.6914579,26.27831036,MS,28
Minnesota,2020-07-02,37247,1495,494,13,5639632,660.4508947,26.50882185,MS,28
Minnesota,2020-07-03,37661,1503,414,8,5639632,667.7917992,26.65067508,MS,28
Minnesota,2020-07-04,37661,1503,0,0,5639632,667.7917992,26.65067508,MS,28
Minnesota,2020-07-05,38173,1508,512,5,5639632,676.8704057,26.73933335,MS,28
Minnesota,2020-07-06,38606,1511,433,3,5639632,684.5482117,26.79252831,MS,28
Minnesota,2020-07-07,39170,1514,564,3,5639632,694.5488642,26.84572327,MS,28
Minnesota,2020-07-08,39627,1523,457,9,5639632,702.6522298,27.00530815,MS,28
Minnesota,2020-07-09,40201,1528,574,5,5639632,712.8301988,27.09396641,MS,28
Minnesota,2020-07-10,40805,1533,604,5,5639632,723.5401175,27.18262468,MS,28
Minnesota,2020-07-11,41609,1537,804,4,5639632,737.7963669,27.2535513,MS,28
Minnesota,2020-07-12,42319,1540,710,3,5639632,750.3858408,27.30674626,MS,28
Minnesota,2020-07-13,42810,1542,491,2,5639632,759.0920826,27.34220956,MS,28
Minnesota,2020-07-14,43208,1548,398,6,5639632,766.1492807,27.44859948,MS,28
Minnesota,2020-07-15,43782,1558,574,10,5639632,776.3272497,27.62591602,MS,28
Minnesota,2020-07-16,44387,1566,605,8,5639632,787.0549,27.76776924,MS,28
Minnesota,2020-07-17,45053,1573,666,7,5639632,798.8641812,27.89189082,MS,28
Minnesota,2020-07-18,45510,1578,457,5,5639632,806.9675468,27.98054909,MS,28
Minnesota,2020-07-19,46244,1581,734,3,5639632,819.9825804,28.03374405,MS,28
Minnesota,2020-07-20,47147,1585,903,4,5639632,835.9942635,28.10467066,MS,28
Minnesota,2020-07-21,47497,1588,350,3,5639632,842.2003421,28.15786562,MS,28
Minnesota,2020-07-22,48001,1592,504,4,5639632,851.1370955,28.22879223,MS,28
Minnesota,2020-07-23,48761,1601,760,9,5639632,864.6131521,28.38837711,MS,28
Minnesota,2020-07-24,49528,1606,767,5,5639632,878.2133302,28.47703538,MS,28
Minnesota,2020-07-25,50331,1611,803,5,5639632,892.4518479,28.56569365,MS,28
Minnesota,2020-07-26,51193,1614,862,3,5639632,907.7365332,28.61888861,MS,28
Minnesota,2020-07-27,51843,1616,650,2,5639632,919.2621079,28.65435192,MS,28
Minnesota,2020-07-28,52321,1620,478,4,5639632,927.7378382,28.72527853,MS,28
Minnesota,2020-07-29,52987,1629,666,9,5639632,939.5471194,28.88486341,MS,28
Minnesota,2020-07-30,53732,1634,745,5,5639632,952.7572012,28.97352168,MS,28
Minnesota,2020-07-31,54503,1640,771,6,5639632,966.428306,29.0799116,MS,28
Minnesota,2020-08-01,55228,1646,725,6,5639632,979.2837547,29.18630152,MS,28
Minnesota,2020-08-02,55987,1654,759,8,5639632,992.7420796,29.32815474,MO,29
Minnesota,2020-08-03,56600,1656,613,2,5639632,1003.611583,29.36361805,MO,29
Minnesota,2020-08-04,57202,1660,602,4,5639632,1014.286039,29.43454467,MO,29
Minnesota,2020-08-05,57820,1670,618,10,5639632,1025.2442,29.6118612,MO,29
Mississippi,2020-03-11,1,0,1,0,2976149,0.033600468,0,MO,29
Mississippi,2020-03-12,1,0,0,0,2976149,0.033600468,0,MO,29
Mississippi,2020-03-13,6,0,5,0,2976149,0.20160281,0,MO,29
Mississippi,2020-03-14,6,0,0,0,2976149,0.20160281,0,MO,29
Mississippi,2020-03-15,10,0,4,0,2976149,0.336004683,0,MO,29
Mississippi,2020-03-16,12,0,2,0,2976149,0.403205619,0,MO,29
Mississippi,2020-03-17,21,0,9,0,2976149,0.705609833,0,MO,29
Mississippi,2020-03-18,34,0,13,0,2976149,1.142415921,0,MO,29
Mississippi,2020-03-19,50,1,16,1,2976149,1.680023413,0.033600468,MO,29
Mississippi,2020-03-20,80,1,30,0,2976149,2.68803746,0.033600468,MO,29
Mississippi,2020-03-21,140,1,60,0,2976149,4.704065556,0.033600468,MO,29
Mississippi,2020-03-22,207,1,67,0,2976149,6.955296929,0.033600468,MO,29
Mississippi,2020-03-23,249,1,42,0,2976149,8.366516596,0.033600468,MO,29
Mississippi,2020-03-24,320,1,71,0,2976149,10.75214984,0.033600468,MO,29
Mississippi,2020-03-25,376,5,56,4,2976149,12.63377606,0.168002341,MO,29
Mississippi,2020-03-26,486,6,110,1,2976149,16.32982757,0.20160281,MO,29
Mississippi,2020-03-27,579,8,93,2,2976149,19.45467112,0.268803746,MO,29
Mississippi,2020-03-28,669,13,90,5,2976149,22.47871326,0.436806087,MO,29
Mississippi,2020-03-29,759,14,96,1,2976149,25.50275541,0.470406556,MO,29
Mississippi,2020-03-30,848,16,89,2,2976149,28.49319708,0.537607492,MO,29
Mississippi,2020-03-31,937,20,89,4,2976149,31.48363876,0.672009365,MO,29
Mississippi,2020-04-01,1073,22,136,2,2976149,36.05330244,0.739210302,MO,29
Mississippi,2020-04-02,1177,26,104,4,2976149,39.54775114,0.873612175,MO,29
Mississippi,2020-04-03,1358,29,181,3,2976149,45.62943589,0.974413579,MO,29
Mississippi,2020-04-04,1455,35,97,6,2976149,48.88868131,1.176016389,MO,29
Mississippi,2020-04-05,1638,43,183,8,2976149,55.037567,1.444820135,MO,29
Mississippi,2020-04-06,1738,51,100,8,2976149,58.39761383,1.713623881,MO,29
Mississippi,2020-04-07,1915,59,177,8,2976149,64.34489671,1.982427627,MO,29
Mississippi,2020-04-08,2003,67,88,8,2976149,67.30173792,2.251231373,MO,29
Mississippi,2020-04-09,2260,76,257,9,2976149,75.93705826,2.553635587,MO,29
Mississippi,2020-04-10,2469,82,209,6,2976149,82.95955612,2.755238397,MO,29
Mississippi,2020-04-11,2642,93,173,11,2976149,88.77243713,3.124843548,MO,29
Mississippi,2020-04-12,2781,96,139,3,2976149,93.44290222,3.225644953,MO,29
Mississippi,2020-04-13,2942,98,161,2,2976149,98.85257761,3.292845889,MO,29
Mississippi,2020-04-14,3087,111,145,13,2976149,103.7246455,3.729651976,MO,29
Mississippi,2020-04-15,3360,122,273,11,2976149,112.8975733,4.099257127,MO,29
Mississippi,2020-04-16,3624,129,264,7,2976149,121.768097,4.334460405,MO,29
Mississippi,2020-04-17,3793,140,169,11,2976149,127.4465761,4.704065556,MO,29
Mississippi,2020-04-18,3974,152,181,12,2976149,133.5282608,5.107271175,MO,29
Mississippi,2020-04-19,4274,159,300,7,2976149,143.6084013,5.342474453,MO,29
Mississippi,2020-04-20,4512,169,238,10,2976149,151.6053128,5.678479135,MO,29
Mississippi,2020-04-21,4716,183,204,14,2976149,158.4598083,6.148885691,MO,29
Mississippi,2020-04-22,4894,193,178,10,2976149,164.4406916,6.484890373,MO,29
Mississippi,2020-04-23,5153,201,259,8,2976149,173.1432129,6.753694119,MO,29
Mississippi,2020-04-24,5434,209,281,8,2976149,182.5849445,7.022497866,MO,29
Mississippi,2020-04-25,5718,221,284,12,2976149,192.1274775,7.425703485,MO,29
Mississippi,2020-04-26,5911,227,193,6,2976149,198.6123679,7.627306294,MO,29
Mississippi,2020-04-27,6094,229,183,2,2976149,204.7612536,7.694507231,MO,29
Mississippi,2020-04-28,6342,239,248,10,2976149,213.0941697,8.030511913,MO,29
Mississippi,2020-04-29,6569,250,227,11,2976149,220.721476,8.400117064,MO,29
Mississippi,2020-04-30,6815,261,246,11,2976149,228.9871912,8.769722215,MO,29
Mississippi,2020-05-01,7212,281,397,20,2976149,242.3265771,9.44173158,MO,29
Mississippi,2020-05-02,7441,291,229,10,2976149,250.0210843,9.777736263,MO,29
Mississippi,2020-05-03,7550,303,109,12,2976149,253.6835353,10.18094188,MO,29
Mississippi,2020-05-04,7877,310,327,7,2976149,264.6708885,10.41614516,MO,29
Mississippi,2020-05-05,8207,342,330,32,2976149,275.759043,11.49136014,MO,29
Mississippi,2020-05-06,8424,374,217,32,2976149,283.0503446,12.56657513,MO,29
Mississippi,2020-05-07,8686,396,262,22,2976149,291.8536673,13.30578543,MO,29
Mississippi,2020-05-08,9090,409,404,13,2976149,305.4282564,13.74259152,MO,29
Mississippi,2020-05-09,9378,421,288,12,2976149,315.1051913,14.14579714,MO,29
Mississippi,2020-05-10,9501,430,123,9,2976149,319.2380489,14.44820135,MO,29
