state,date,cases_cumulative,deaths_cumulative,cases_perday,deaths_perday,population,cases per 100K,deaths per 100K,Postal Code,fips
Alabama,2020-03-13,6,0,6,0,4903185,0.122369439,0,AL,1
Alabama,2020-03-14,12,0,6,0,4903185,0.244738879,0,AL,1
Alabama,2020-03-15,23,0,11,0,4903185,0.469082851,0,AL,1
Alabama,2020-03-16,29,0,6,0,4903185,0.591452291,0,AL,1
Alabama,2020-03-17,39,0,10,0,4903185,0.795401356,0,AL,1
Alabama,2020-03-18,51,0,12,0,4903185,1.040140235,0,AL,1
Alabama,2020-03-19,78,0,27,0,4903185,1.590802713,0,AL,1
Alabama,2020-03-20,106,0,28,0,4903185,2.161860097,0,AL,1
Alabama,2020-03-21,131,0,25,0,4903185,2.671732761,0,AL,1
Alabama,2020-03-22,157,0,26,0,4903185,3.202000332,0,AL,1
Alabama,2020-03-23,196,0,39,0,4903185,3.997401689,0,AL,1
Alabama,2020-03-24,242,0,46,0,4903185,4.935567391,0,AL,1
Alabama,2020-03-25,386,1,144,1,4903185,7.872433938,0.020394907,AL,1
Alabama,2020-03-26,538,3,152,2,4903185,10.97245974,0.06118472,AL,1
Alabama,2020-03-27,639,4,101,1,4903185,13.0323453,0.081579626,AL,1
Alabama,2020-03-28,720,4,81,0,4903185,14.68433273,0.081579626,AL,1
Alabama,2020-03-29,830,5,110,1,4903185,16.92777246,0.101974533,AL,1
Alabama,2020-03-30,947,11,117,6,4903185,19.31397653,0.224343972,AL,1
Alabama,2020-03-31,999,14,52,3,4903185,20.37451167,0.285528692,AL,1
Alabama,2020-04-01,1108,28,109,14,4903185,22.59755649,0.571057384,AL,1
Alabama,2020-04-02,1270,32,162,4,4903185,25.90153135,0.65263701,AL,1
Alabama,2020-04-03,1535,38,265,6,4903185,31.30618159,0.77500645,AL,1
Alabama,2020-04-04,1632,44,97,6,4903185,33.28448753,0.897375889,AL,1
Alabama,2020-04-05,1840,45,208,1,4903185,37.5266281,0.917770796,AL,1
Alabama,2020-04-06,2005,53,165,8,4903185,40.89178768,1.080930049,AL,1
Alabama,2020-04-07,2197,64,192,11,4903185,44.80760975,1.305274021,AL,1
Alabama,2020-04-08,2498,67,301,3,4903185,50.94647663,1.366458741,AL,1
Alabama,2020-04-09,2838,78,340,11,4903185,57.88074486,1.590802713,AL,1
Alabama,2020-04-10,3008,80,170,2,4903185,61.34787898,1.631592526,AL,1
Alabama,2020-04-11,3262,93,254,13,4903185,66.52818525,1.896726312,AL,1
Alabama,2020-04-12,3583,93,321,0,4903185,73.07495026,1.896726312,AL,1
Alabama,2020-04-13,3805,104,222,11,4903185,77.60261952,2.121070284,AL,1
Alabama,2020-04-14,3953,114,148,10,4903185,80.6210657,2.32501935,AL,1
Alabama,2020-04-15,4241,123,288,9,4903185,86.49479879,2.508573509,AL,1
Alabama,2020-04-16,4404,137,163,14,4903185,89.81916856,2.794102201,AL,1
Alabama,2020-04-17,4572,151,168,14,4903185,93.24551287,3.079630893,AL,1
Alabama,2020-04-18,4723,147,151,-4,4903185,96.32514376,2.998051267,AL,1
Alabama,2020-04-19,4903,160,180,13,4903185,99.99622694,3.263185052,AL,1
Alabama,2020-04-20,5078,164,175,4,4903185,103.5653356,3.344764678,AL,1
Alabama,2020-04-21,5327,186,249,22,4903185,108.6436673,3.793452623,AL,1
Alabama,2020-04-22,5610,201,283,15,4903185,114.4154259,4.099376222,AL,1
Alabama,2020-04-23,5832,197,222,-4,4903185,118.9430952,4.017796595,AL,1
Alabama,2020-04-24,6026,209,194,12,4903185,122.899707,4.262535474,AL,1
Alabama,2020-04-25,6213,213,187,4,4903185,126.7135546,4.344115101,AL,1
Alabama,2020-04-26,6421,219,208,6,4903185,130.9556951,4.46648454,AL,1
Alabama,2020-04-27,6539,228,118,9,4903185,133.3622941,4.650038699,AL,1
Alabama,2020-04-28,6750,242,211,14,4903185,137.6656194,4.935567391,AL,1
Alabama,2020-04-29,6925,262,175,20,4903185,141.234728,5.343465523,AL,1
Alabama,2020-04-30,7068,272,143,10,4903185,144.1511997,5.547414589,AL,1
Alabama,2020-05-01,7294,289,226,17,4903185,148.7604486,5.894128,AL,1
Alabama,2020-05-02,7611,288,317,-1,4903185,155.225634,5.873733094,AL,1
Alabama,2020-05-03,7888,290,277,2,4903185,160.8750231,5.914522907,AL,1
Alabama,2020-05-04,8112,298,224,8,4903185,165.4434821,6.07768216,AL,1
Alabama,2020-05-05,8437,315,325,17,4903185,172.0718268,6.424395571,AL,1
Alabama,2020-05-06,8691,343,254,28,4903185,177.2521331,6.995452956,AL,1
Alabama,2020-05-07,9046,369,355,26,4903185,184.4923249,7.525720527,AL,1
Alabama,2020-05-08,9385,383,339,14,4903185,191.4061982,7.811249219,AL,1
Alabama,2020-05-09,9668,390,283,7,4903185,197.1779568,7.954013565,AL,1
Alabama,2020-05-10,9889,393,221,3,4903185,201.6852311,8.015198284,AL,1
Alabama,2020-05-11,10164,403,275,10,4903185,207.2938304,8.21914735,AL,1
Alabama,2020-05-12,10464,435,300,32,4903185,213.4123024,8.871784361,AL,1
Alabama,2020-05-13,10700,450,236,15,4903185,218.2255004,9.177707959,AL,1
Alabama,2020-05-14,11101,473,401,23,4903185,226.4038579,9.64679081,AL,1
Alabama,2020-05-15,11373,483,272,10,4903185,231.9512725,9.850739876,AL,1
Alabama,2020-05-16,11674,485,301,2,4903185,238.0901394,9.891529689,AL,1
Alabama,2020-05-17,11771,488,97,3,4903185,240.0684453,9.952714409,AL,1
Alabama,2020-05-18,12086,489,315,1,4903185,246.4928409,9.973109316,AL,1
Alabama,2020-05-19,12376,504,290,15,4903185,252.4073638,10.27903291,AL,1
Alabama,2020-05-20,13052,522,676,18,4903185,266.1943206,10.64614123,AL,1
Alabama,2020-05-21,13414,529,362,7,4903185,273.5772768,10.78890558,AL,1
Alabama,2020-05-22,13670,541,256,12,4903185,278.7983729,11.03364446,AL,1
Alabama,2020-05-23,14149,549,479,8,4903185,288.5675331,11.19680371,AL,1
Alabama,2020-05-24,14478,551,329,2,4903185,295.2774574,11.23759352,AL,1
Alabama,2020-05-25,14986,566,508,15,4903185,305.6380699,11.54351712,AL,1
Alabama,2020-05-26,15650,580,664,14,4903185,319.1802879,11.82904581,AL,1
Alabama,2020-05-27,16032,583,382,3,4903185,326.9711422,11.89023053,AL,1
Alabama,2020-05-28,16530,591,498,8,4903185,337.1278057,12.05338979,AL,1
Alabama,2020-05-29,17031,610,501,19,4903185,347.3456539,12.44089301,AL,1
Alabama,2020-05-30,17359,618,328,8,4903185,354.0351833,12.60405226,AL,1
Alabama,2020-05-31,17952,630,593,12,4903185,366.1293629,12.84879114,AL,1
Alabama,2020-06-01,18534,646,582,16,4903185,377.9991985,13.17510965,AL,1
Alabama,2020-06-02,18771,653,237,7,4903185,382.8327913,13.31787399,AL,1
Alabama,2020-06-03,18851,653,80,0,4903185,384.4643839,13.31787399,AL,1
Alabama,2020-06-04,19072,653,221,0,4903185,388.9716582,13.31787399,AL,1
Alabama,2020-06-05,19387,676,315,23,4903185,395.3960538,13.78695685,AL,1
Alabama,2020-06-06,20043,689,656,13,4903185,408.7751125,14.05209063,AL,1
Alabama,2020-06-07,20500,692,457,3,4903185,418.0955848,14.11327535,AL,1
Alabama,2020-06-08,20925,718,425,26,4903185,426.7634201,14.64354292,AL,1
Alabama,2020-06-09,21422,729,497,11,4903185,436.8996887,14.86788689,AL,1
Alabama,2020-06-10,21989,744,567,15,4903185,448.4636007,15.17381049,AL,1
Alabama,2020-06-11,22845,755,856,11,4903185,465.9216407,15.39815446,AL,1
Alabama,2020-06-12,23710,769,865,14,4903185,483.5632349,15.68368316,AL,1
Alabama,2020-06-13,24601,773,891,4,4903185,501.7350967,15.76526278,AL,1
Alabama,2020-06-14,25615,773,1014,0,4903185,522.4155319,15.76526278,AL,1
Alabama,2020-06-15,26272,774,657,1,4903185,535.8149856,15.78565769,AL,1
Alabama,2020-06-16,26912,785,640,11,4903185,548.8677258,16.01000166,AL,1
Alabama,2020-06-17,27312,790,400,5,4903185,557.0256884,16.1119762,AL,1
Alabama,2020-06-18,28206,810,894,20,4903185,575.2587349,16.51987433,AL,1
Alabama,2020-06-19,29002,822,796,12,4903185,591.4930805,16.76461321,AL,1
Alabama,2020-06-20,29549,838,547,16,4903185,602.6490944,17.09093171,AL,1
Alabama,2020-06-21,30021,839,472,1,4903185,612.2754903,17.11132662,AL,1
Alabama,2020-06-22,30454,841,433,2,4903185,621.1064849,17.15211643,AL,1
Alabama,2020-06-23,31097,864,643,23,4903185,634.2204098,17.62119928,AL,1
Alabama,2020-06-24,32064,891,967,27,4903185,653.9422845,18.17186176,AL,1
Alabama,2020-06-25,33206,896,1142,5,4903185,677.2332678,18.27383629,AL,1
Alabama,2020-06-26,34183,907,977,11,4903185,697.1590915,18.49818026,AL,1
Alabama,2020-06-27,35083,919,900,12,4903185,715.5145074,18.74291914,AL,1
Alabama,2020-06-28,35441,919,358,0,4903185,722.815884,18.74291914,AL,1
Alabama,2020-06-29,37175,929,1734,10,4903185,758.180652,18.94686821,AL,1
Alabama,2020-06-30,38045,950,870,21,4903185,775.9242207,19.37516125,AL,1
Alabama,2020-07-01,38962,972,917,22,4903185,794.62635,19.82384919,AL,1
Alabama,2020-07-02,40111,985,1149,13,4903185,818.0600977,20.08898298,AL,1
Alabama,2020-07-03,41865,1006,1754,21,4903185,853.8327638,20.51727602,AL,1
Alabama,2020-07-04,42862,1007,997,1,4903185,874.1664857,20.53767092,AL,1
Alabama,2020-07-05,43953,1007,1091,0,4903185,896.4173287,20.53767092,AL,1
Alabama,2020-07-06,44878,1007,925,0,4903185,915.2826173,20.53767092,AL,1
Alabama,2020-07-07,45785,1033,907,26,4903185,933.7807976,21.06793849,AL,1
Alabama,2020-07-08,46962,1058,1177,25,4903185,957.7856026,21.57781116,AL,1
Alabama,2020-07-09,49174,1068,2212,10,4903185,1002.899136,21.78176022,AL,1
Alabama,2020-07-10,50508,1104,1334,36,4903185,1030.105941,22.51597686,AL,1
Alabama,2020-07-11,51947,1114,1439,10,4903185,1059.454212,22.71992593,AL,1
Alabama,2020-07-12,53587,1121,1640,7,4903185,1092.901859,22.86269027,AL,1
Alabama,2020-07-13,55545,1124,1958,3,4903185,1132.835086,22.92387499,AL,1
Alabama,2020-07-14,57255,1164,1710,40,4903185,1167.710376,23.73967125,AL,1
Alabama,2020-07-15,59067,1211,1812,47,4903185,1204.665947,24.69823186,AL,1
Alabama,2020-07-16,61088,1230,2021,19,4903185,1245.884053,25.08573509,AL,1
Alabama,2020-07-17,63091,1265,2003,35,4903185,1286.735051,25.79955682,AL,1
Alabama,2020-07-18,65234,1286,2143,21,4903185,1330.441336,26.22784986,AL,1
Alabama,2020-07-19,67011,1287,1777,1,4903185,1366.683085,26.24824476,AL,1
Alabama,2020-07-20,68891,1291,1880,4,4903185,1405.025509,26.32982439,AL,1
Alabama,2020-07-21,70358,1303,1467,12,4903185,1434.944837,26.57456327,AL,1
Alabama,2020-07-22,71813,1364,1455,61,4903185,1464.619426,27.81865257,AL,1
Alabama,2020-07-23,74212,1397,2399,33,4903185,1513.546807,28.49168449,AL,1
Alabama,2020-07-24,76005,1438,1793,41,4903185,1550.114874,29.32787566,AL,1
Alabama,2020-07-25,78130,1456,2125,18,4903185,1593.454051,29.69498397,AL,1
Alabama,2020-07-26,79294,1473,1164,17,4903185,1617.193722,30.04169739,AL,1
Alabama,2020-07-27,81115,1491,1821,18,4903185,1654.332847,30.4088057,AL,1
Alabama,2020-07-28,82366,1491,1251,0,4903185,1679.846875,30.4088057,AL,1
Alabama,2020-07-29,83782,1538,1416,47,4903185,1708.726063,31.36736631,AL,1
Alabama,2020-07-30,85762,1565,1980,27,4903185,1749.107978,31.91802879,AL,1
Alabama,2020-07-31,87723,1580,1961,15,4903185,1789.10239,32.22395239,AL,1
Alabama,2020-08-01,89349,1603,1626,23,4903185,1822.264508,32.69303524,AL,1
Alabama,2020-08-02,91444,1627,2095,24,4903185,1864.991837,33.182513,AL,1
Alabama,2020-08-03,92661,1633,1217,6,4903185,1889.812438,33.30488244,AL,1
Alabama,2020-08-04,93702,1666,1041,33,4903185,1911.043536,33.97791436,AL,1
Alabama,2020-08-05,94654,1695,952,29,4903185,1930.459487,34.56936665,AL,1
Alaska,2020-03-12,1,0,1,0,731545,0.136696991,0,AK,2
Alaska,2020-03-13,1,0,0,0,731545,0.136696991,0,AK,2
Alaska,2020-03-14,1,0,0,0,731545,0.136696991,0,AK,2
Alaska,2020-03-15,1,0,0,0,731545,0.136696991,0,AK,2
Alaska,2020-03-16,3,0,2,0,731545,0.410090972,0,AK,2
Alaska,2020-03-17,6,0,3,0,731545,0.820181944,0,AK,2
Alaska,2020-03-18,9,0,3,0,731545,1.230272916,0,AK,2
Alaska,2020-03-19,12,0,3,0,731545,1.640363887,0,AK,2
Alaska,2020-03-20,14,0,2,0,731545,1.913757869,0,AK,2
Alaska,2020-03-21,21,0,7,0,731545,2.870636803,0,AK,2
Alaska,2020-03-22,22,0,1,0,731545,3.007333794,0,AK,2
Alaska,2020-03-23,36,0,14,0,731545,4.921091662,0,AK,2
Alaska,2020-03-24,42,0,6,0,731545,5.741273606,0,AK,2
Alaska,2020-03-25,59,0,17,0,731545,8.065122446,0,AK,2
Alaska,2020-03-26,69,0,10,0,731545,9.432092352,0,AK,2
Alaska,2020-03-27,85,1,16,1,731545,11.6192442,0.136696991,AK,2
Alaska,2020-03-28,102,1,17,0,731545,13.94309304,0.136696991,AK,2
Alaska,2020-03-29,114,2,12,1,731545,15.58345693,0.273393981,AK,2
Alaska,2020-03-30,120,2,6,0,731545,16.40363887,0.273393981,AK,2
Alaska,2020-03-31,133,2,13,0,731545,18.18069975,0.273393981,AK,2
Alaska,2020-04-01,143,2,10,0,731545,19.54766966,0.273393981,AK,2
Alaska,2020-04-02,146,2,3,0,731545,19.95776063,0.273393981,AK,2
Alaska,2020-04-03,156,2,11,0,731545,21.32473054,0.273393981,AK,2
Alaska,2020-04-04,169,3,13,1,731545,23.10179141,0.410090972,AK,2
Alaska,2020-04-05,183,4,14,1,731545,25.01554928,0.546787962,AK,2
Alaska,2020-04-06,189,4,6,0,731545,25.83573123,0.546787962,AK,2
Alaska,2020-04-07,211,4,22,0,731545,28.84306502,0.546787962,AK,2
Alaska,2020-04-08,224,5,12,1,731545,30.6201259,0.683484953,AK,2
Alaska,2020-04-09,233,5,10,0,731545,31.85039881,0.683484953,AK,2
Alaska,2020-04-10,244,5,11,0,731545,33.35406571,0.683484953,AK,2
Alaska,2020-04-11,255,6,11,1,731545,34.85773261,0.820181944,AK,2
Alaska,2020-04-12,270,6,15,0,731545,36.90818747,0.820181944,AK,2
Alaska,2020-04-13,275,6,5,0,731545,37.59167242,0.820181944,AK,2
Alaska,2020-04-14,283,7,8,1,731545,38.68524834,0.956878934,AK,2
Alaska,2020-04-15,291,7,8,0,731545,39.77882427,0.956878934,AK,2
Alaska,2020-04-16,298,7,7,0,731545,40.7357032,0.956878934,AK,2
Alaska,2020-04-17,307,7,9,0,731545,41.96597612,0.956878934,AK,2
Alaska,2020-04-18,312,7,5,0,731545,42.64946107,0.956878934,AK,2
Alaska,2020-04-19,317,7,5,0,731545,43.33294603,0.956878934,AK,2
Alaska,2020-04-20,319,7,2,0,731545,43.60634001,0.956878934,AK,2
Alaska,2020-04-21,327,7,8,0,731545,44.69991593,0.956878934,AK,2
Alaska,2020-04-22,333,7,6,0,731545,45.52009788,0.956878934,AK,2
Alaska,2020-04-23,335,7,2,0,731545,45.79349186,0.956878934,AK,2
Alaska,2020-04-24,337,7,2,0,731545,46.06688584,0.956878934,AK,2
Alaska,2020-04-25,337,7,0,0,731545,46.06688584,0.956878934,AK,2
Alaska,2020-04-26,339,7,2,0,731545,46.34027982,0.956878934,AK,2
Alaska,2020-04-27,343,7,4,0,731545,46.88706778,0.956878934,AK,2
Alaska,2020-04-28,349,7,6,0,731545,47.70724972,0.956878934,AK,2
Alaska,2020-04-29,353,7,4,0,731545,48.25403769,0.956878934,AK,2
Alaska,2020-04-30,353,7,0,0,731545,48.25403769,0.956878934,AK,2
Alaska,2020-05-01,362,7,9,0,731545,49.4843106,0.956878934,AK,2
Alaska,2020-05-02,363,7,1,0,731545,49.62100759,0.956878934,AK,2
Alaska,2020-05-03,366,7,3,0,731545,50.03109857,0.956878934,AK,2
Alaska,2020-05-04,368,7,2,0,731545,50.30449255,0.956878934,AK,2
Alaska,2020-05-05,369,7,1,0,731545,50.44118954,0.956878934,AK,2
Alaska,2020-05-06,370,8,1,1,731545,50.57788653,1.093575925,AK,2
Alaska,2020-05-07,373,8,3,0,731545,50.9879775,1.093575925,AK,2
Alaska,2020-05-08,376,8,3,0,731545,51.39806847,1.093575925,AK,2
Alaska,2020-05-09,377,8,1,0,731545,51.53476546,1.093575925,AK,2
Alaska,2020-05-10,378,8,1,0,731545,51.67146245,1.093575925,AK,2
Alaska,2020-05-11,380,8,2,0,731545,51.94485643,1.093575925,AK,2
Alaska,2020-05-12,383,8,3,0,731545,52.35494741,1.093575925,AK,2
Alaska,2020-05-13,383,8,0,0,731545,52.35494741,1.093575925,AK,2
Alaska,2020-05-14,387,8,4,0,731545,52.90173537,1.093575925,AK,2
Alaska,2020-05-15,388,8,1,0,731545,53.03843236,1.093575925,AK,2
Alaska,2020-05-16,392,8,4,0,731545,53.58522032,1.093575925,AK,2
Alaska,2020-05-17,396,8,4,0,731545,54.13200828,1.093575925,AK,2
Alaska,2020-05-18,399,8,3,0,731545,54.54209926,1.093575925,AK,2
Alaska,2020-05-19,399,8,0,0,731545,54.54209926,1.093575925,AK,2
Alaska,2020-05-20,402,8,2,0,731545,54.95219023,1.093575925,AK,2
Alaska,2020-05-21,402,8,0,0,731545,54.95219023,1.093575925,AK,2
Alaska,2020-05-22,404,8,2,0,731545,55.22558421,1.093575925,AK,2
Alaska,2020-05-23,409,8,5,0,731545,55.90906916,1.093575925,AK,2
Alaska,2020-05-24,409,8,0,0,731545,55.90906916,1.093575925,AK,2
Alaska,2020-05-25,412,8,3,0,731545,56.31916013,1.093575925,AK,2
Alaska,2020-05-26,416,8,4,0,731545,56.8659481,1.093575925,AK,2
Alaska,2020-05-27,417,8,1,0,731545,57.00264509,1.093575925,AK,2
Alaska,2020-05-28,430,8,13,0,731545,58.77970596,1.093575925,AK,2
Alaska,2020-05-29,436,8,6,0,731545,59.59988791,1.093575925,AK,2
Alaska,2020-05-30,441,8,5,0,731545,60.28337286,1.093575925,AK,2
Alaska,2020-05-31,469,8,28,0,731545,64.1108886,1.093575925,AK,2
Alaska,2020-06-01,476,8,7,0,731545,65.06776753,1.093575925,AK,2
Alaska,2020-06-02,497,8,21,0,731545,67.93840434,1.093575925,AK,2
Alaska,2020-06-03,516,8,19,0,731545,70.53564716,1.093575925,AK,2
Alaska,2020-06-04,542,8,26,0,731545,74.08976891,1.093575925,AK,2
Alaska,2020-06-05,565,8,24,0,731545,77.2337997,1.093575925,AK,2
Alaska,2020-06-06,579,8,14,0,731545,79.14755757,1.093575925,AK,2
Alaska,2020-06-07,588,8,9,0,731545,80.37783048,1.093575925,AK,2
Alaska,2020-06-08,607,8,19,0,731545,82.9750733,1.093575925,AK,2
Alaska,2020-06-09,620,9,12,1,731545,84.75213418,1.230272916,AK,2
Alaska,2020-06-10,642,9,22,0,731545,87.75946798,1.230272916,AK,2
Alaska,2020-06-11,666,9,24,0,731545,91.04019575,1.230272916,AK,2
Alaska,2020-06-12,688,10,22,1,731545,94.04752954,1.366969906,AK,2
Alaska,2020-06-13,722,10,34,0,731545,98.69522722,1.366969906,AK,2
Alaska,2020-06-14,734,10,12,0,731545,100.3355911,1.366969906,AK,2
Alaska,2020-06-15,738,10,4,0,731545,100.8823791,1.366969906,AK,2
Alaska,2020-06-16,751,10,13,0,731545,102.65944,1.366969906,AK,2
Alaska,2020-06-17,776,10,25,0,731545,106.0768647,1.366969906,AK,2
Alaska,2020-06-18,795,10,19,0,731545,108.6741075,1.366969906,AK,2
Alaska,2020-06-19,821,10,26,0,731545,112.2282293,1.366969906,AK,2
Alaska,2020-06-20,845,10,24,0,731545,115.5089571,1.366969906,AK,2
Alaska,2020-06-21,859,10,14,0,731545,117.4227149,1.366969906,AK,2
Alaska,2020-06-22,869,10,10,0,731545,118.7896848,1.366969906,AK,2
Alaska,2020-06-23,905,10,36,0,731545,123.7107765,1.366969906,AK,2
Alaska,2020-06-24,926,10,21,0,731545,126.5814133,1.366969906,AK,2
Alaska,2020-06-25,971,10,45,0,731545,132.7327779,1.366969906,AK,2
Alaska,2020-06-26,1001,12,30,2,731545,136.8336876,1.640363887,AK,2
Alaska,2020-06-27,1027,12,26,0,731545,140.3878094,1.640363887,AK,2
Alaska,2020-06-28,1060,12,33,0,731545,144.8988101,1.640363887,AK,2
Alaska,2020-06-29,1085,12,25,0,731545,148.3162348,1.640363887,AK,2
Alaska,2020-06-30,1132,12,47,0,731545,154.7409934,1.640363887,AK,2
Alaska,2020-07-01,1174,12,42,0,731545,160.482267,1.640363887,AK,2
Alaska,2020-07-02,1224,12,50,0,731545,167.3171165,1.640363887,AK,2
Alaska,2020-07-03,1284,13,60,1,731545,175.518936,1.777060878,AK,2
Alaska,2020-07-04,1339,14,55,1,731545,183.0372704,1.913757869,AK,2
Alaska,2020-07-05,1371,14,32,0,731545,187.4115741,1.913757869,AK,2
Alaska,2020-07-06,1401,14,30,0,731545,191.5124839,1.913757869,AK,2
Alaska,2020-07-07,1423,15,30,1,731545,194.5198176,2.050454859,AK,2
Alaska,2020-07-08,1472,15,41,0,731545,201.2179702,2.050454859,AK,2
Alaska,2020-07-09,1521,15,49,0,731545,207.9161227,2.050454859,AK,2
Alaska,2020-07-10,1579,15,58,0,731545,215.8445482,2.050454859,AK,2
Alaska,2020-07-11,1656,15,77,0,731545,226.3702165,2.050454859,AK,2
Alaska,2020-07-12,1772,15,116,0,731545,242.2270674,2.050454859,AK,2
Alaska,2020-07-13,1843,15,71,0,731545,251.9325537,2.050454859,AK,2
Alaska,2020-07-14,1897,15,54,0,731545,259.3141912,2.050454859,AK,2
Alaska,2020-07-15,1958,15,61,0,731545,267.6527076,2.050454859,AK,2
Alaska,2020-07-16,2034,15,76,0,731545,278.0416789,2.050454859,AK,2
Alaska,2020-07-17,2083,15,49,0,731545,284.7398315,2.050454859,AK,2
Alaska,2020-07-18,2157,16,74,1,731545,294.8554088,2.18715185,AK,2
Alaska,2020-07-19,2275,16,118,0,731545,310.9856537,2.18715185,AK,2
Alaska,2020-07-20,2412,16,137,0,731545,329.7131414,2.18715185,AK,2
Alaska,2020-07-21,2523,16,111,0,731545,344.8865073,2.18715185,AK,2
Alaska,2020-07-22,2617,17,94,1,731545,357.7360244,2.32384884,AK,2
Alaska,2020-07-23,2682,17,65,0,731545,366.6213288,2.32384884,AK,2
Alaska,2020-07-24,2746,17,64,0,731545,375.3699362,2.32384884,AK,2
Alaska,2020-07-25,2866,18,120,1,731545,391.7735751,2.460545831,AK,2
Alaska,2020-07-26,3100,18,234,0,731545,423.7606709,2.460545831,AK,2
Alaska,2020-07-27,3204,19,104,1,731545,437.9771579,2.597242822,AK,2
Alaska,2020-07-28,3348,20,144,1,731545,457.6615246,2.733939812,AK,2
Alaska,2020-07-29,3440,20,92,0,731545,470.2376477,2.733939812,AK,2
Alaska,2020-07-30,3557,21,117,1,731545,486.2311956,2.870636803,AK,2
Alaska,2020-07-31,3675,21,118,0,731545,502.3614405,2.870636803,AK,2
Alaska,2020-08-01,3825,22,150,1,731545,522.8659891,3.007333794,AK,2
Alaska,2020-08-02,3982,22,157,0,731545,544.3274166,3.007333794,AK,2
Alaska,2020-08-03,4062,23,80,1,731545,555.2631759,3.144030784,AK,2
Alaska,2020-08-04,4123,23,61,0,731545,563.6016923,3.144030784,AK,2
Alaska,2020-08-05,4181,23,58,0,731545,571.5301178,3.144030784,AK,2
Arizona,2020-01-26,1,0,1,0,7278717,0.013738685,0,AZ,4
Arizona,2020-01-27,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-01-28,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-01-29,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-01-30,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-01-31,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-01,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-02,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-03,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-04,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-05,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-06,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-07,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-08,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-09,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-10,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-11,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-12,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-13,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-14,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-15,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-16,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-17,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-18,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-19,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-20,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-21,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-22,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-23,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-24,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-25,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-26,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-27,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-28,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-02-29,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-03-01,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-03-02,1,0,0,0,7278717,0.013738685,0,AZ,4
Arizona,2020-03-03,2,0,1,0,7278717,0.02747737,0,AZ,4
Arizona,2020-03-04,2,0,0,0,7278717,0.02747737,0,AZ,4
Arizona,2020-03-05,2,0,0,0,7278717,0.02747737,0,AZ,4
Arizona,2020-03-06,3,0,1,0,7278717,0.041216055,0,AZ,4
Arizona,2020-03-07,5,0,2,0,7278717,0.068693425,0,AZ,4
Arizona,2020-03-08,5,0,0,0,7278717,0.068693425,0,AZ,4
Arizona,2020-03-09,6,0,1,0,7278717,0.08243211,0,AZ,4
Arizona,2020-03-10,6,0,0,0,7278717,0.08243211,0,AZ,4
Arizona,2020-03-11,9,0,3,0,7278717,0.123648165,0,AZ,4
Arizona,2020-03-12,9,0,0,0,7278717,0.123648165,0,AZ,4
Arizona,2020-03-13,9,0,0,0,7278717,0.123648165,0,AZ,4
Arizona,2020-03-14,12,0,3,0,7278717,0.16486422,0,AZ,4
Arizona,2020-03-15,13,0,1,0,7278717,0.178602905,0,AZ,4
Arizona,2020-03-16,18,0,5,0,7278717,0.24729633,0,AZ,4
